Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
3655,4912.131,4,24.264,105.741
3656,4912.166,13,179.630,110.400
3657,4915.495,2,20.767,126.301
3658,4918.168,6,20.394,112.817
3659,4919.875,16,102.998,109.503
3660,4919.970,3,36.414,129.435
3661,4923.426,17,44.703,127.921
3662,4925.492,18,48.716,115.307
3663,4926.744,20,65.723,113.613
3664,4929.046,20,52.382,112.069
3665,4929.983,1,98.048,102.334
3666,4930.428,9,178.983,124.557
3667,4932.074,17,75.188,111.868
3668,4933.422,15,127.667,122.205
3669,4935.324,4,106.317,123.405
3670,4937.958,5,185.859,131.876
3671,4938.412,6,14.286,111.535
3672,4938.933,14,156.773,120.088
3673,4941.623,13,105.788,123.429
3674,4942.761,18,28.182,115.418
3675,4942.780,8,162.346,116.902
3676,4942.938,14,77.151,111.827
3677,4947.922,8,88.091,114.268
3678,4948.455,11,13.700,122.728
3679,4949.470,9,49.811,101.701
3680,4949.790,1,87.232,103.640
3681,4950.836,8,85.278,110.107
3682,4951.367,2,58.016,124.068
3683,4952.094,8,15.215,103.605
3684,4952.289,14,102.876,121.275
3685,4953.138,6,20.526,113.581
3686,4962.617,17,212.858,114.092
3687,4963.498,5,143.015,115.428
3688,4964.082,1,68.050,112.563
3689,4964.585,14,37.380,108.440
3690,4966.194,11,488.138,109.646
3691,4967.302,13,11.053,148.405
3692,4969.283,1,44.350,110.346
3693,4969.807,1,160.112,112.726
3694,4971.626,6,65.559,115.211
3695,4973.120,13,86.035,116.339
3696,4976.541,19,34.953,112.268
3697,4977.180,1,29.222,115.968
3698,4978.501,17,150.311,105.396
3699,4979.066,7,268.182,114.978
3700,4979.119,10,108.900,116.342
3701,4980.786,2,388.416,95.643
3702,4980.902,13,34.929,106.372
3703,4982.102,15,27.485,120.232
3704,4984.125,17,34.187,108.727
3705,4984.140,4,16.658,119.753
3706,4984.721,1,418.844,109.272
3707,4984.933,14,325.490,113.894
3708,4985.646,9,117.675,110.897
3709,4989.488,12,231.756,109.907
3710,4990.474,10,92.773,119.647
3711,4992.327,17,57.983,126.269
3712,4992.465,3,17.877,136.990
3713,4993.547,5,61.890,118.109
3714,4996.577,8,72.446,122.994
3715,4996.783,20,454.175,123.069
3716,4998.232,17,32.094,112.406
3717,4998.411,10,57.258,112.493
3718,4998.531,9,83.416,116.235
3719,4998.678,17,266.362,115.128
3720,4998.688,7,150.854,120.540
3721,4999.267,7,147.498,127.567
3722,4999.357,20,51.199,115.912
3723,5000.859,15,22.735,111.287
3724,5001.562,2,10.049,104.150
3725,5007.335,9,46.995,117.117
3726,5009.725,18,124.200,125.072
3727,5011.911,6,18.787,113.554
3728,5012.044,18,18.152,106.042
3729,5012.621,17,77.516,120.752
3730,5015.222,10,46.249,107.730
3731,5016.939,15,29.351,126.018
3732,5021.502,3,23.152,123.497
3733,5022.440,10,87.421,129.837
3734,5024.002,2,38.290,123.574
3735,5024.296,19,118.846,126.368
3736,5024.692,2,64.714,112.211
3737,5025.215,5,133.021,117.973
3738,5026.129,6,24.661,117.134
3739,5026.913,10,529.018,115.525
3740,5028.049,11,403.152,105.477
3741,5028.645,7,139.086,121.982
3742,5030.263,11,48.480,116.536
3743,5033.392,4,64.045,125.092
3744,5034.487,19,327.604,116.991
3745,5035.810,4,605.193,117.858
3746,5035.892,12,50.842,124.516
3747,5036.381,9,228.441,121.038
3748,5036.951,17,122.414,132.754
3749,5037.615,14,83.932,119.535
3750,5038.911,17,67.951,124.994
3751,5039.216,10,350.832,121.897
3752,5040.429,3,83.972,124.455
3753,5041.004,6,36.198,121.762
3754,5041.987,9,60.755,116.914
3755,5044.205,18,47.576,117.376
3756,5045.278,2,211.639,117.204
3757,5047.833,19,143.424,132.445
3758,5048.869,12,182.024,106.996
3759,5048.934,9,138.896,112.051
3760,5053.106,3,324.884,121.391
3761,5054.335,7,108.722,119.752
3762,5054.918,19,115.473,111.635
3763,5057.138,4,190.001,127.082
3764,5057.756,14,231.794,108.564
3765,5061.731,18,114.251,114.420
3766,5062.273,13,44.751,116.532
3767,5062.649,17,77.346,123.421
3768,5062.780,13,45.712,123.894
3769,5062.904,14,31.536,116.697
3770,5063.945,9,74.183,126.043
3771,5065.837,7,85.291,125.124
3772,5066.232,1,314.740,119.590
3773,5066.318,13,41.639,129.087
3774,5066.884,20,88.112,131.171
3775,5068.887,12,47.903,110.016
3776,5070.621,7,21.821,119.305
3777,5070.796,9,127.289,123.681
3778,5071.754,13,35.227,117.650
3779,5073.310,17,131.881,128.547
3780,5073.947,7,305.431,128.580
3781,5075.854,18,72.508,127.995
3782,5079.991,17,66.132,118.441
3783,5080.131,6,165.816,111.520
3784,5080.525,7,12.133,129.463
3785,5083.396,5,87.641,117.125
3786,5088.182,9,63.918,128.637
3787,5090.717,6,65.642,121.413
3788,5098.466,19,151.203,115.271
3789,5100.852,10,33.188,123.850
3790,5101.264,20,66.311,130.687
3791,5103.015,1,132.069,113.482
3792,5103.673,6,35.204,115.600
3793,5104.441,12,256.223,101.243
3794,5105.985,19,20.026,121.336
3795,5107.232,20,202.220,124.808
3796,5107.297,10,16.941,121.606
3797,5107.893,19,57.997,126.329
3798,5107.936,18,50.932,132.558
3799,5109.169,10,37.180,119.774
3800,5110.361,1,76.247,126.010
3801,5112.089,11,15.707,110.088
3802,5112.529,19,69.083,104.498
3803,5116.298,12,15.519,117.565
3804,5120.572,16,114.198,126.790
3805,5120.742,20,200.070,115.083
3806,5121.216,3,18.397,125.184
3807,5121.844,6,196.164,119.756
3808,5122.399,14,60.748,111.482
3809,5123.190,12,151.463,105.654
3810,5123.579,11,89.114,127.047
3811,5124.365,20,381.185,110.292
3812,5125.929,11,226.703,107.490
3813,5127.294,6,40.514,132.251
3814,5128.959,14,121.741,122.396
3815,5132.065,20,106.238,127.829
3816,5132.745,14,88.798,125.210
3817,5136.135,9,21.842,115.106
3818,5136.190,1,161.693,117.985
3819,5136.852,18,147.538,110.719
3820,5137.443,4,29.451,113.893
3821,5138.170,17,175.058,116.537
3822,5139.803,1,185.537,129.738
3823,5140.065,10,118.765,140.495
3824,5141.069,1,167.569,127.868
3825,5141.950,8,278.620,115.313
3826,5148.126,3,39.847,118.462
3827,5148.451,20,23.984,117.647
3828,5149.925,14,31.943,129.830
3829,5149.947,6,15.754,113.059
3830,5151.020,8,22.163,115.854
3831,5151.088,15,320.594,106.048
3832,5157.935,10,117.383,126.154
3833,5158.848,12,15.078,108.344
3834,5159.301,19,37.903,123.409
3835,5160.278,20,76.028,117.611
3836,5160.551,5,35.606,107.132
3837,5161.272,14,57.929,120.209
3838,5163.724,6,15.869,129.095
3839,5165.019,13,68.599,114.563
3840,5168.448,9,202.141,121.871
3841,5170.996,19,127.317,128.689
3842,5172.409,14,100.010,110.039
3843,5173.139,10,21.072,130.575
3844,5173.257,15,42.502,115.088
3845,5173.330,13,145.245,114.503
3846,5173.707,15,28.806,114.257
3847,5174.332,9,293.470,106.547
3848,5178.745,4,23.613,112.663
3849,5178.922,18,26.980,115.969
3850,5181.294,14,86.588,134.279
3851,5181.422,18,50.732,111.121
3852,5182.655,15,260.348,125.886
3853,5185.530,11,70.921,115.981
3854,5186.141,15,114.836,121.389
3855,5187.266,13,24.483,123.820
3856,5188.697,8,109.020,125.532
3857,5190.190,6,10.278,111.325
3858,5192.903,13,70.616,114.012
3859,5193.050,1,44.084,110.858
3860,5193.064,10,56.540,130.429
3861,5193.809,2,52.341,120.773
3862,5194.445,10,73.162,127.306
3863,5195.649,20,17.835,117.719
3864,5196.946,11,110.672,119.813
3865,5197.694,9,331.989,118.712
3866,5199.248,19,38.314,120.231
3867,5200.862,4,18.548,115.916
3868,5203.606,9,22.174,123.728
3869,5206.339,16,23.991,127.263
3870,5207.495,19,53.235,93.912
3871,5208.014,4,16.004,134.010
3872,5208.403,19,23.666,134.437
3873,5208.784,9,233.553,120.850
3874,5211.679,16,72.749,126.483
3875,5213.461,10,79.145,116.422
3876,5213.692,2,12.384,124.388
3877,5214.046,13,33.289,114.985
3878,5215.412,1,215.865,110.500
3879,5215.787,10,146.702,114.963
3880,5218.817,17,81.907,119.694
3881,5220.524,3,307.481,128.860
3882,5221.193,1,282.060,99.285
3883,5222.620,17,41.029,112.719
3884,5226.062,5,50.957,123.199
3885,5226.085,7,21.561,125.494
3886,5226.142,12,34.319,111.264
3887,5226.941,1,62.489,123.517
3888,5226.962,1,391.205,124.778
3889,5227.074,4,162.481,113.662
3890,5231.082,6,45.300,120.114
3891,5231.828,7,200.483,112.635
3892,5234.497,7,99.458,114.337
3893,5239.184,5,136.223,121.036
3894,5239.926,11,79.930,123.609
3895,5242.971,7,27.114,122.345
3896,5243.890,6,155.563,112.661
3897,5244.991,18,22.914,132.876
3898,5245.196,13,269.925,111.077
3899,5247.555,6,122.479,129.185
3900,5247.729,13,22.021,125.907
3901,5248.421,5,10.116,133.064
3902,5248.731,16,62.105,111.246
3903,5248.752,5,115.831,134.421
3904,5250.405,12,47.001,127.039
3905,5250.650,5,351.403,109.219
3906,5250.754,16,371.395,127.946
3907,5251.077,17,153.966,126.379
3908,5251.395,5,186.775,135.483
3909,5251.996,15,15.124,129.453
3910,5252.324,19,29.927,120.451
3911,5254.438,6,25.500,115.648
3912,5255.120,10,110.751,121.382
3913,5258.064,8,40.738,128.353
3914,5258.067,16,61.025,112.997
3915,5261.845,5,117.750,132.464
3916,5262.066,15,84.762,126.179
3917,5262.138,14,88.914,124.213
3918,5266.341,4,49.359,125.143
3919,5266.436,5,27.955,120.674
3920,5267.666,16,66.569,127.717
3921,5270.893,13,188.273,113.364
3922,5272.498,16,294.556,110.618
3923,5274.753,13,113.884,121.801
3924,5275.344,14,18.961,132.340
3925,5278.036,17,54.265,125.053
3926,5278.293,9,191.430,126.131
3927,5279.292,7,55.615,114.743
3928,5279.746,7,16.832,134.872
3929,5279.967,14,31.458,112.802
3930,5282.740,19,103.357,120.335
3931,5284.599,8,133.757,121.628
3932,5284.868,19,65.252,104.258
3933,5286.381,7,168.195,128.226
3934,5288.092,15,23.784,136.374
3935,5288.256,15,185.525,115.646
3936,5288.330,17,67.951,122.628
3937,5288.609,14,24.259,112.754
3938,5289.265,5,39.543,117.759
3939,5290.584,1,166.726,126.581
3940,5290.690,2,197.796,123.371
3941,5291.151,4,163.081,118.569
3942,5294.090,20,376.656,127.449
3943,5294.308,18,223.480,129.173
3944,5297.069,15,145.365,129.123
3945,5298.416,3,145.575,129.781
3946,5299.200,14,24.549,122.530
3947,5302.053,18,153.011,104.248
3948,5302.269,1,68.127,125.808
3949,5304.792,3,35.158,115.356
3950,5306.494,5,204.404,137.763
3951,5307.311,8,55.644,138.945
3952,5307.357,8,29.188,119.322
3953,5310.249,13,431.784,109.708
3954,5310.407,7,63.636,117.547
3955,5310.587,7,122.444,125.875
3956,5312.516,11,44.102,108.410
3957,5315.021,4,71.576,112.638
3958,5316.453,9,109.190,115.493
3959,5317.988,2,83.240,110.478
3960,5319.156,16,23.234,133.097
3961,5319.758,5,250.043,119.147
3962,5320.655,9,23.457,113.405
3963,5321.066,10,13.203,110.228
3964,5321.424,13,65.587,136.718
3965,5321.938,11,91.604,109.719
3966,5322.733,10,147.133,106.116
3967,5325.153,10,149.913,98.884
3968,5326.401,14,97.585,119.975
3969,5328.473,6,33.370,129.780
3970,5329.937,20,89.535,126.547
3971,5332.458,4,15.801,101.251
3972,5332.903,11,190.283,124.731
3973,5337.726,6,114.809,116.237
3974,5338.993,7,47.784,131.974
3975,5344.320,7,215.635,114.142
3976,5344.941,12,33.015,103.999
3977,5346.519,10,117.871,128.416
3978,5347.462,18,40.360,124.228
3979,5348.084,16,46.838,123.371
3980,5349.781,2,133.955,118.952
3981,5351.153,1,108.035,114.497
3982,5351.497,3,375.675,133.874
3983,5351.793,3,119.780,104.421
3984,5352.678,7,83.051,121.321
3985,5352.763,20,12.580,125.754
3986,5357.669,10,83.588,126.520
3987,5357.985,20,36.301,133.114
3988,5358.086,8,38.352,135.522
3989,5358.833,4,127.187,117.942
3990,5358.914,18,78.584,115.941
3991,5359.099,4,75.545,101.674
3992,5359.546,6,37.271,124.125
3993,5360.489,20,63.776,113.101
3994,5362.119,15,15.597,103.524
3995,5363.414,10,47.352,116.977
3996,5363.845,19,10.806,111.019
3997,5364.968,8,27.110,113.988
3998,5365.189,4,21.468,112.592
3999,5365.304,5,143.345,110.828
4000,5365.349,3,89.436,116.318
4001,5366.707,18,14.863,123.294
4002,5366.933,4,36.385,133.490
4003,5369.085,17,227.671,113.493
4004,5370.738,17,58.848,118.469
4005,5374.727,16,111.676,113.535
4006,5375.148,18,115.261,103.641
4007,5381.101,4,12.252,120.580
4008,5383.125,12,85.050,134.879
4009,5383.710,3,30.427,131.682
4010,5385.706,2,212.194,114.571
4011,5388.736,13,59.681,126.270
4012,5391.726,5,100.242,111.480
4013,5393.070,6,170.940,115.930
4014,5395.733,8,287.594,115.537
4015,5397.402,3,88.882,120.958
4016,5397.688,20,80.473,134.432
4017,5399.664,4,17.652,125.964
4018,5399.929,20,36.213,113.083
4019,5401.520,11,14.792,113.046
4020,5403.367,4,87.074,122.062
4021,5404.508,5,35.141,134.955
4022,5404.933,11,135.999,100.823
4023,5404.953,15,140.105,103.665
4024,5405.297,11,25.911,114.415
4025,5406.535,2,22.454,131.589
4026,5407.583,8,15.235,112.089
4027,5409.395,19,223.874,114.583
4028,5410.500,2,65.308,118.122
4029,5412.417,2,16.183,123.527
4030,5412.944,5,85.033,125.493
4031,5415.648,15,456.164,126.180
4032,5417.375,8,510.909,124.838
4033,5418.212,9,113.725,115.607
4034,5418.936,19,51.294,104.126
4035,5420.848,11,255.866,110.067
4036,5424.020,12,144.350,101.497
4037,5426.168,1,83.909,117.142
4038,5428.046,9,45.463,118.634
4039,5429.555,17,53.600,111.672
4040,5433.886,16,95.226,117.999
4041,5435.916,17,45.424,119.178
4042,5437.643,2,31.274,123.429
4043,5438.441,13,17.071,137.227
4044,5440.390,4,88.410,124.285
4045,5441.078,10,78.020,102.140
4046,5442.748,19,206.848,119.737
4047,5442.886,19,12.335,117.724
4048,5443.476,6,18.762,109.793
4049,5445.045,4,155.808,128.586
4050,5445.357,14,124.388,122.779
4051,5446.395,17,11.749,119.395
4052,5446.722,20,78.075,119.811
4053,5447.471,9,227.650,112.576
4054,5448.099,4,39.215,113.747
4055,5449.285,19,360.248,118.829
4056,5449.440,5,35.375,121.282
4057,5451.456,10,81.117,125.953
4058,5452.860,2,180.242,110.172
4059,5453.911,6,18.520,136.259
4060,5459.227,5,85.421,113.214
4061,5459.357,18,82.640,129.337
4062,5459.718,18,216.173,125.831
4063,5460.987,8,89.870,124.545
4064,5462.014,17,107.030,119.214
4065,5463.551,16,83.348,120.516
4066,5464.510,6,87.031,129.350
4067,5466.556,2,50.480,117.714
4068,5466.558,19,54.573,101.002
4069,5466.843,3,129.533,94.411
4070,5467.495,5,108.807,120.006
4071,5469.823,3,137.631,120.805
4072,5472.612,15,69.668,105.660
4073,5476.071,17,100.306,133.247
4074,5476.142,12,132.036,106.079
4075,5476.762,11,13.904,129.942
4076,5479.970,9,153.002,101.423
4077,5480.576,4,195.744,101.403
4078,5483.275,6,69.585,114.186
4079,5483.505,9,34.010,109.185
4080,5483.725,7,60.969,125.198
4081,5484.139,19,121.371,114.542
4082,5485.901,8,88.789,114.106
4083,5487.095,17,71.239,127.101
4084,5487.492,6,187.054,101.215
4085,5488.247,14,215.600,128.239
4086,5490.057,6,21.181,118.857
4087,5490.807,12,114.681,121.087
4088,5491.148,17,35.345,132.874
4089,5491.189,20,14.047,126.675
4090,5491.844,4,185.558,130.705
4091,5495.397,14,119.989,116.024
4092,5495.914,19,87.520,127.690
4093,5497.316,18,214.882,100.710
4094,5499.624,3,33.718,117.133
4095,5499.671,8,76.670,128.298
4096,5504.911,10,10.806,122.557
4097,5507.885,14,32.537,105.604
4098,5511.485,9,141.677,117.244
4099,5513.224,19,36.088,112.849
4100,5514.250,13,139.589,116.945
4101,5516.227,13,56.549,130.510
4102,5518.588,7,104.581,118.076
4103,5522.876,11,127.274,117.538
4104,5525.791,10,202.660,120.119
4105,5528.985,5,50.761,131.383
4106,5529.743,20,223.034,122.445
4107,5530.572,11,77.402,131.368
4108,5534.128,7,109.358,123.524
4109,5534.568,5,85.117,121.852
4110,5535.416,6,21.140,113.930
4111,5535.729,8,22.033,119.871
4112,5535.833,3,95.498,99.805
4113,5536.776,5,59.034,125.486
4114,5536.893,13,36.750,112.384
4115,5538.416,11,57.176,140.616
4116,5541.955,18,163.124,122.640
4117,5543.805,1,97.031,118.460
4118,5545.566,14,18.506,107.846
4119,5545.621,9,22.532,113.139
4120,5546.534,13,203.088,108.062
4121,5548.251,1,50.965,131.701
4122,5550.286,2,321.026,119.075
4123,5550.676,3,361.108,113.902
4124,5550.831,17,37.916,120.066
4125,5551.107,12,31.808,109.631
4126,5554.976,1,491.031,115.644
4127,5555.523,13,150.549,118.709
4128,5555.865,4,70.034,123.854
4129,5559.517,17,72.245,133.128
4130,5560.886,9,87.740,124.540
4131,5561.279,20,138.140,120.820
4132,5561.580,16,11.295,128.172
4133,5561.965,6,111.008,126.188
4134,5562.316,3,284.750,126.314
4135,5563.323,15,21.233,114.963
4136,5563.520,9,119.272,114.869
4137,5567.745,10,23.906,115.382
4138,5568.066,17,151.522,123.853
4139,5569.320,17,12.768,126.248
4140,5569.600,13,34.795,122.927
4141,5570.133,13,17.369,104.786
4142,5570.623,6,24.231,108.391
4143,5571.201,5,106.346,128.666
4144,5572.240,9,79.621,109.459
4145,5574.036,9,20.002,121.905
4146,5574.702,14,103.059,114.206
4147,5575.461,2,39.356,125.856
4148,5575.464,7,58.547,105.688
4149,5576.016,6,28.070,86.423
4150,5576.518,18,176.948,122.947
4151,5577.062,8,150.752,122.605
4152,5580.360,1,182.138,121.145
4153,5580.453,18,56.371,120.642
4154,5586.566,10,49.139,105.303
4155,5586.651,1,77.464,103.218
4156,5588.280,17,22.658,121.654
4157,5589.060,4,26.892,133.144
4158,5589.524,19,38.288,135.988
4159,5590.276,19,35.654,102.505
4160,5590.628,19,86.863,125.124
4161,5592.589,5,74.880,127.122
4162,5593.139,15,123.647,120.725
4163,5593.891,1,11.032,108.244
4164,5597.163,14,91.962,114.690
4165,5603.032,5,24.296,118.833
4166,5603.052,18,19.725,127.849
4167,5603.098,2,33.209,126.195
4168,5603.204,20,58.850,119.215
4169,5603.400,18,22.931,113.707
4170,5606.728,15,58.716,128.602
4171,5607.599,2,127.344,119.097
4172,5608.653,16,73.912,115.867
4173,5610.081,10,186.067,130.273
4174,5610.405,11,43.931,128.220
4175,5612.707,18,197.906,128.751
4176,5614.261,9,29.464,125.875
4177,5618.498,16,141.341,122.569
4178,5622.505,10,40.632,128.372
4179,5623.048,2,25.553,125.509
4180,5625.134,2,41.367,108.346
4181,5625.340,4,133.305,116.411
4182,5626.595,11,344.317,119.222
4183,5628.402,7,31.905,110.284
4184,5629.726,7,57.332,130.889
4185,5630.139,15,216.958,124.796
4186,5630.676,4,255.280,136.194
4187,5630.982,16,49.569,112.277
4188,5634.235,2,173.739,112.675
4189,5635.466,11,397.880,123.736
4190,5637.059,6,67.674,126.190
4191,5637.472,8,210.761,124.635
4192,5639.532,11,228.042,116.511
4193,5641.572,18,39.400,120.919
4194,5642.594,6,261.053,119.208
4195,5643.499,7,208.237,115.610
4196,5643.546,12,200.760,124.774
4197,5644.016,5,148.213,118.698
4198,5645.576,3,25.935,121.967
4199,5648.086,3,92.773,118.198
4200,5648.616,12,266.405,122.943
4201,5649.011,1,274.473,137.280
4202,5651.613,12,125.856,108.340
4203,5653.221,5,101.461,116.372
4204,5655.287,6,42.261,124.167
4205,5657.943,5,404.374,117.386
4206,5657.943,9,113.319,110.548
4207,5659.603,4,89.490,104.499
4208,5660.044,13,10.289,118.633
4209,5662.313,20,127.558,131.946
4210,5664.828,13,14.458,118.813
4211,5665.286,18,121.301,122.602
4212,5665.486,19,56.719,131.686
4213,5665.796,19,12.817,132.571
4214,5666.381,19,18.429,110.560
4215,5667.640,2,194.474,126.347
4216,5668.563,20,49.164,113.344
4217,5669.399,12,129.850,118.436
4218,5669.752,11,259.793,113.957
4219,5671.815,7,127.912,113.838
4220,5673.134,2,165.073,141.443
4221,5673.328,4,128.762,114.897
4222,5674.157,10,64.880,114.404
4223,5675.867,1,184.860,116.270
4224,5677.010,16,135.800,111.230
4225,5678.889,20,132.427,118.612
4226,5680.722,14,110.001,114.163
4227,5681.058,9,257.762,115.030
4228,5685.081,19,81.928,119.106
4229,5685.385,9,28.500,112.517
4230,5687.028,19,29.735,116.088
4231,5691.341,15,31.626,122.873
4232,5692.504,17,154.397,119.255
4233,5693.941,16,23.009,120.965
4234,5696.221,9,239.662,112.015
4235,5696.807,10,124.748,127.486
4236,5698.450,1,353.999,136.692
4237,5700.916,16,118.320,114.903
4238,5701.090,20,57.145,116.906
4239,5701.893,15,184.980,115.697
4240,5703.521,17,43.402,123.636
4241,5709.567,8,82.436,119.508
4242,5715.013,20,142.816,116.892
4243,5716.075,6,187.965,118.443
4244,5716.171,2,21.147,117.972
4245,5717.887,13,47.743,118.699
4246,5723.097,14,23.795,122.831
4247,5725.318,6,149.985,125.165
4248,5726.462,14,46.899,125.634
4249,5726.783,6,29.617,123.391
4250,5728.081,17,29.965,114.292
4251,5729.055,11,45.157,130.972
4252,5732.364,16,110.327,133.539
4253,5733.093,16,22.258,132.341
4254,5734.933,10,97.137,108.179
4255,5736.682,14,25.480,95.159
4256,5737.005,19,23.134,133.822
4257,5741.432,2,182.416,139.003
4258,5742.331,13,35.744,125.113
4259,5743.219,15,67.281,134.992
4260,5746.836,4,66.678,106.027
4261,5748.164,4,63.281,114.287
4262,5748.433,7,93.338,112.711
4263,5753.577,18,11.128,105.539
4264,5754.327,2,34.811,123.031
4265,5754.702,2,527.194,130.849
4266,5755.777,17,151.113,121.595
4267,5761.710,7,183.579,129.237
4268,5761.898,7,51.686,118.305
4269,5767.904,9,16.281,113.105
4270,5768.789,17,10.087,114.293
4271,5770.293,15,280.007,115.272
4272,5770.773,7,23.801,126.965
4273,5772.471,3,163.949,114.731
4274,5773.913,13,126.607,103.773
4275,5774.099,13,37.516,115.849
4276,5775.529,19,71.648,126.007
4277,5775.984,6,217.917,119.084
4278,5778.337,15,69.470,131.442
4279,5779.173,8,13.670,125.484
4280,5780.246,9,53.311,113.124
4281,5780.302,12,86.431,114.556
4282,5782.667,19,267.371,125.805
4283,5784.214,16,175.607,123.891
4284,5784.816,9,13.633,131.618
4285,5786.242,4,165.223,127.343
4286,5787.292,8,141.824,134.040
4287,5788.013,19,155.721,123.606
4288,5792.621,8,79.094,122.077
